"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HAI-1 Achievement Threshold","HAI-1 Benchmark","HAI-1 Baseline Rate","HAI-1 Performance Rate","HAI-1 Achievement Points","HAI-1 Improvement Points","HAI-1 Measure Score","HAI-2 Achievement Threshold","HAI-2 Benchmark","HAI-2 Baseline Rate","HAI-2 Performance Rate","HAI-2 Achievement Points","HAI-2 Improvement Points","HAI-2 Measure Score","Combined SSI Measure Score","HAI-3 Achievement Threshold","HAI-3 Benchmark","HAI-3 Baseline Rate","HAI-3 Performance Rate","HAI-3 Achievement Points","HAI-3 Improvement Points","HAI-3 Measure Score","HAI-4 Achievement Threshold","HAI-4 Benchmark","HAI-4 Baseline Rate","HAI-4 Performance Rate","HAI-4 Achievement Points","HAI-4 Improvement Points","HAI-4 Measure Score","HAI-5 Achievement Threshold","HAI-5 Benchmark","HAI-5 Baseline Rate","HAI-5 Performance Rate","HAI-5 Achievement Points","HAI-5 Improvement Points","HAI-5 Measure Score","HAI-6 Achievement Threshold","HAI-6 Benchmark","HAI-6 Baseline Rate","HAI-6 Performance Rate","HAI-6 Achievement Points","HAI-6 Improvement Points","HAI-6 Measure Score"
"2021","490063",INOVA FAIRFAX HOSPITAL,"3300 GALLOWS ROAD",FALLS CHURCH,VA,"22042",Fairfax,"0.687","0.000","1.038","0.340","5 out of 10","6 out of 9","6 out of 10","0.774","0.000","0.998","0.726","1 out of 10","2 out of 9","2 out of 10","3 out of 10","0.754","0.000","0.922","0.568","3 out of 10","3 out of 9","3 out of 10","0.726","0.000","0.725","0.483","4 out of 10","3 out of 9","4 out of 10","0.763","0.000","0.516","0.654","2 out of 10","0 out of 9","2 out of 10","0.748","0.067","0.451","0.505","4 out of 10","0 out of 9","4 out of 10"
"2021","490066",SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,"100 SENTARA CIRCLE",WILLIAMSBURG,VA,"23188",James City,"0.687","0.000","0.996","0.571","2 out of 10","4 out of 9","4 out of 10","0.774","0.000","0.000","1.208","0 out of 10","0 out of 9","0 out of 10","10 out of 10","0.754","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,"1.980","0 out of 10",Not Available,"0 out of 10","0.748","0.067","0.429","0.609","2 out of 10","0 out of 9","2 out of 10"
"2021","490067",SOUTHSIDE REGIONAL MEDICAL CENTER,"200 MEDICAL PARK BOULEVARD",PETERSBURG,VA,"23805",Petersburg City,"0.687","0.000","1.397","0.461","3 out of 10","6 out of 9","6 out of 10","0.774","0.000","1.639","0.119","8 out of 10","9 out of 9","9 out of 10","4 out of 10","0.754","0.000","1.318","0.668","2 out of 10","4 out of 9","4 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","2.221","1.311","0 out of 10","4 out of 9","4 out of 10","0.748","0.067","1.147","0.235","7 out of 10","8 out of 9","8 out of 10"
"2021","490069",BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,"8260 ATLEE ROAD",MECHANICSVILLE,VA,"23116",Hanover,"0.687","0.000","0.634","1.027","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","1.673","0.773","1 out of 10","5 out of 9","5 out of 10","0 out of 10","0.754","0.000","0.521","0.870","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","0.000",Not Available,Not Available,Not Available,Not Available,"0.763","0.000","2.551","2.263","0 out of 10","1 out of 9","1 out of 10","0.748","0.067","0.617","0.145","8 out of 10","8 out of 9","8 out of 10"
"2021","490075",SOVAH HEALTH DANVILLE,"142 SOUTH MAIN STREET",DANVILLE,VA,"24541",Danville City,"0.687","0.000","0.000","0.646","1 out of 10","0 out of 9","1 out of 10","0.774","0.000","1.650","0.324","6 out of 10","8 out of 9","8 out of 10","3 out of 10","0.754","0.000","0.000","0.529","3 out of 10","0 out of 9","3 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.403","1.084","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.800","0.310","6 out of 10","6 out of 9","6 out of 10"
"2021","490077",SENTARA MARTHA JEFFERSON HOSPITAL,"500 MARTHA JEFFERSON DRIVE",CHARLOTTESVILLE,VA,"22911",Albemarle,"0.687","0.000","0.000","1.201","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.914","2.391","0 out of 10","0 out of 9","0 out of 10","10 out of 10","0.754","0.000","0.300","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.682","0.000","10 out of 10","9 out of 9","10 out of 10","0.748","0.067","0.832","0.641","2 out of 10","2 out of 9","2 out of 10"
"2021","490084",RIVERSIDE TAPPAHANNOCK HOSPITAL,"618 HOSPITAL ROAD",TAPPAHANNOCK,VA,"22560",Essex,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.723","0.483","4 out of 10","3 out of 9","4 out of 10"
"2021","490088",BEDFORD MEMORIAL HOSPITAL,"1613 OAKWOOD STREET",BEDFORD,VA,"24523",Bedford,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.373","0.000","10 out of 10","9 out of 9","10 out of 10"
"2021","490089",CARILION FRANKLIN MEMORIAL HOSPITAL,"180 FLOYD AVENUE",ROCKY MOUNT,VA,"24151",Franklin,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.640","2.137","0 out of 10","0 out of 9","0 out of 10"
"2021","490090","SOUTHSIDE COMMUNITY HOSPITAL, INC","800 OAK STREET",FARMVILLE,VA,"23901",Prince Edward,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.770","0.000","10 out of 10","9 out of 9","10 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.349","0.321","6 out of 10","0 out of 9","6 out of 10"
"2021","490092",SOUTHAMPTON MEMORIAL HOSPITAL,"100 FAIRVIEW DRIVE - PO BOX 817",FRANKLIN,VA,"23851",Franklin City,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"2021","490093",SENTARA CAREPLEX HOSPITAL,"3000 COLISEUM DRIVE",HAMPTON,VA,"23666",Hampton City,"0.687","0.000","0.000","0.269","6 out of 10","0 out of 9","6 out of 10","0.774","0.000","1.917","0.406","5 out of 10","7 out of 9","7 out of 10","0 out of 10","0.754","0.000","1.288","1.202","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","1.494","0.408","5 out of 10","7 out of 9","7 out of 10","0.748","0.067","0.670","0.148","8 out of 10","8 out of 9","8 out of 10"
"2021","490098",COMMUNITY MEMORIAL HOSPITAL,"1755 NORTH MECKLENBURG AVENUE",SOUTH HILL,VA,"23970",Mecklenburg,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.436","0.654","2 out of 10","0 out of 9","2 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.390","0.264","7 out of 10","3 out of 9","7 out of 10"
"2021","490101",INOVA FAIR OAKS HOSPITAL,"3600 JOSEPH SIEWICK DRIVE",FAIRFAX,VA,"22033",Fairfax,"0.687","0.000","0.517","1.143","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","2.834","0.496","4 out of 10","8 out of 9","8 out of 10","0 out of 10","0.754","0.000","0.848","1.101","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","1.732","0.585","3 out of 10","6 out of 9","6 out of 10","0.748","0.067","0.237","0.254","7 out of 10","0 out of 9","7 out of 10"
"2021","490107",RESTON HOSPITAL CENTER,"1850 TOWN CENTER PARKWAY",RESTON,VA,"20190",Fairfax,"0.687","0.000","2.568","0.425","4 out of 10","8 out of 9","8 out of 10","0.774","0.000","4.187","1.490","0 out of 10","6 out of 9","6 out of 10","10 out of 10","0.754","0.000","0.881","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","1.024","0.477","4 out of 10","5 out of 9","5 out of 10","0.748","0.067","0.946","0.165","8 out of 10","8 out of 9","8 out of 10"
"2021","490110",LEWISGALE HOSPITAL MONTGOMERY,"3700 SOUTH MAIN STREET",BLACKSBURG,VA,"24060",Montgomery,"0.687","0.000","0.849",Not Available,Not Available,Not Available,Not Available,"0.774","0.000","1.044","0.889","0 out of 10","1 out of 9","1 out of 10","0 out of 10","0.754","0.000","0.000","0.925","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,"0.000","10 out of 10",Not Available,"10 out of 10","0.748","0.067","1.015","0.556","3 out of 10","4 out of 9","4 out of 10"
"2021","490111",WYTHE COUNTY COMMUNITY HOSPITAL,"600 WEST RIDGE ROAD",WYTHEVILLE,VA,"24382",Wythe,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.998","0.788","0 out of 10","2 out of 9","2 out of 10"
"2021","490112",CJW MEDICAL CENTER,"7101 JAHNKE ROAD",RICHMOND,VA,"23235",Chesterfield,"0.687","0.000","1.144","0.963","0 out of 10","1 out of 9","1 out of 10","0.774","0.000","1.316","0.518","3 out of 10","6 out of 9","6 out of 10","2 out of 10","0.754","0.000","1.099","0.728","1 out of 10","3 out of 9","3 out of 10","0.726","0.000","0.159","1.030","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.723","0.335","6 out of 10","5 out of 9","6 out of 10","0.748","0.067","0.747","0.434","5 out of 10","4 out of 9","5 out of 10"
"2021","490113",SENTARA NORTHERN VIRGINIA MEDICAL CENTER,"2300 OPITZ BOULEVARD",WOODBRIDGE,VA,"22191",Prince William,"0.687","0.000","2.003","1.144","0 out of 10","4 out of 9","4 out of 10","0.774","0.000","0.897","1.011","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000","1.166","2.352","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","3.023","1.328","0 out of 10","5 out of 9","5 out of 10","0.748","0.067","0.739","0.282","7 out of 10","6 out of 9","7 out of 10"
"2021","490114",LONESOME PINE HOSPITAL,"1990 HOLTON AVENUE EAST",BIG STONE GAP,VA,"24219",Wise,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.000","2.997","0 out of 10","0 out of 9","0 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","2.296","0.648","2 out of 10","7 out of 9","7 out of 10"
"2021","490115",TWIN COUNTY REGIONAL HOSPITAL,"200 HOSPITAL DRIVE",GALAX,VA,"24333",Galax City,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.851","0.620","2 out of 10","2 out of 9","2 out of 10"
"2021","490116",LEWISGALE HOSPITAL PULASKI,"2400 LEE HIGHWAY",PULASKI,VA,"24301",Pulaski,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.970","0.000","10 out of 10","9 out of 9","10 out of 10"
"2021","490118",HENRICO DOCTORS' HOSPITAL,"1602 SKIPWITH ROAD",RICHMOND,VA,"23229",Henrico,"0.687","0.000","1.248","0.645","1 out of 10","4 out of 9","4 out of 10","0.774","0.000","1.481","0.377","5 out of 10","7 out of 9","7 out of 10","4 out of 10","0.754","0.000","0.731","0.252","6 out of 10","6 out of 9","6 out of 10","0.726","0.000","1.396","1.660","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","1.112","0.571","3 out of 10","4 out of 9","4 out of 10","0.748","0.067","0.592","0.553","3 out of 10","0 out of 9","3 out of 10"
"2021","490119",SENTARA PRINCESS ANNE HOSPITAL,"2025 GLENN MITCHELL DRIVE",VIRGINIA BEACH,VA,"23456",Virginia Beach City,"0.687","0.000","0.196","1.662","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","1.286","1.447","0 out of 10","0 out of 9","0 out of 10","10 out of 10","0.754","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.435","0.801","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.749","0.404","5 out of 10","5 out of 9","5 out of 10"
"2021","490120",CHESAPEAKE GENERAL HOSPITAL,"736 BATTLEFIELD BLVD, NORTH",CHESAPEAKE,VA,"23320",Chesapeake City,"0.687","0.000","1.438","0.000","10 out of 10","9 out of 9","10 out of 10","0.774","0.000","0.994","1.028","0 out of 10","0 out of 9","0 out of 10","7 out of 10","0.754","0.000","1.045","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000","0.581","0.500","3 out of 10","1 out of 9","3 out of 10","0.763","0.000","1.058","0.437","4 out of 10","5 out of 9","5 out of 10","0.748","0.067","0.953","0.629","2 out of 10","3 out of 9","3 out of 10"
"2021","490122",INOVA MOUNT VERNON HOSPITAL,"2501 PARKERS LANE",ALEXANDRIA,VA,"22306",Fairfax,"0.687","0.000","0.512","0.747","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.903","0.511","4 out of 10","4 out of 9","4 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.888","0.000","10 out of 10","9 out of 9","10 out of 10","0.748","0.067","0.735","0.220","7 out of 10","7 out of 9","7 out of 10"
"2021","490126",LEWISGALE HOSPITAL ALLEGHANY,ONE ARH LANE - PO BOX 7,LOW MOOR,VA,"24457",Alleghany,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.105","0.445","5 out of 10","6 out of 9","6 out of 10"
"2021","490127",BUCHANAN GENERAL HOSPITAL,"1535 SLATE CREEK ROAD",GRUNDY,VA,"24614",Buchanan,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.755","0.341","6 out of 10","6 out of 9","6 out of 10"
"2021","490130",RIVERSIDE WALTER REED HOSPITAL,"7519 HOSPITAL ROAD",GLOUCESTER,VA,"23061",Gloucester,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","1.965",Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000","0.000",Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.368","0.250","7 out of 10","8 out of 9","8 out of 10"
"2021","490136",BON SECOURS ST FRANCIS MEDICAL CENTER,"13710 ST FRANCIS BOULEVARD",MIDLOTHIAN,VA,"23114",Chesterfield,"0.687","0.000","0.771","0.294","6 out of 10","6 out of 9","6 out of 10","0.774","0.000","0.925","1.297","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0.754","0.000","0.908","0.630","2 out of 10","3 out of 9","3 out of 10","0.726","0.000","0.934",Not Available,Not Available,Not Available,Not Available,"0.763","0.000","1.233","0.000","10 out of 10","9 out of 9","10 out of 10","0.748","0.067","0.563","0.096","9 out of 10","9 out of 9","9 out of 10"
"2021","490140","STAFFORD HOSPITAL, LLC","101 HOSPITAL CENTER BOULEVARD",STAFFORD,VA,"22554",Stafford,"0.687","0.000","0.000","1.403","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.000","0.911","0 out of 10","0 out of 9","0 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.796","0.739","1 out of 10","0 out of 9","1 out of 10"
"2021","490141",SPOTSYLVANIA REGIONAL MEDICAL CENTER,"4600 SPOTSYLVANIA PARKWAY",FREDERICKSBURG,VA,"22408",Spotsylvania,"0.687","0.000","4.323","0.664","1 out of 10","8 out of 9","8 out of 10","0.774","0.000","1.020","0.615","2 out of 10","3 out of 9","3 out of 10","10 out of 10","0.754","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.717","0.655","2 out of 10","0 out of 9","2 out of 10"
"2021","490143",RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,"1500 COMMONWEALTH AVENUE",WILLIAMSBURG,VA,"23185",James City,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.539","0.421","5 out of 10","2 out of 9","5 out of 10"
"2021","490144",NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,"15225 HEALTHCOTE BOULEVARD",HAYMARKET,VA,"20169",Prince William,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0 out of 10","0.754","0.000","0.535","1.348","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.097","0.000","10 out of 10","9 out of 9","10 out of 10"
"2021","490145",STONESPRINGS HOSPITAL CENTER,"24440 STONE SPRINGS BOULEVARD",DULLES,VA,"20166",Loudoun,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000","0.000","10 out of 10","0 out of 9","10 out of 10"
"2021","500002",PROVIDENCE ST MARY MEDICAL CENTER,"401 W POPLAR ST",WALLA WALLA,WA,"99362",Walla Walla,"0.687","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.774","0.000","0.663","1.388","0 out of 10","0 out of 9","0 out of 10","10 out of 10","0.754","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.201","0.392","5 out of 10","0 out of 9","5 out of 10"
"2021","500003",SKAGIT VALLEY HOSPITAL,"1415 KINCAID STREET",MOUNT VERNON,WA,"98274",Skagit,"0.687","0.000","0.695","1.876","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","1.705","1.091","0 out of 10","3 out of 9","3 out of 10","0 out of 10","0.754","0.000","0.612","1.112","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.703","0.521","3 out of 10","2 out of 9","3 out of 10","0.748","0.067","0.600","1.217","0 out of 10","0 out of 9","0 out of 10"
"2021","500005",VIRGINIA MASON MEDICAL CENTER,"925 SENECA ST",SEATTLE,WA,"98101",King,"0.687","0.000","0.000","0.202","7 out of 10","0 out of 9","7 out of 10","0.774","0.000","0.660","0.215","7 out of 10","6 out of 9","7 out of 10","7 out of 10","0.754","0.000","1.693","0.297","6 out of 10","8 out of 9","8 out of 10","0.726","0.000","0.000","1.292","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.211","0.170","7 out of 10","1 out of 9","7 out of 10","0.748","0.067","1.004","0.480","4 out of 10","5 out of 9","5 out of 10"
"2021","500007",ISLAND HOSPITAL,"1211  24TH STREET",ANACORTES,WA,"98221",Skagit,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","1.949",Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000","0.907",Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.861","0.385","5 out of 10","8 out of 9","8 out of 10"
"2021","500008",UNIVERSITY OF WASHINGTON MEDICAL CTR,"1959 NE PACIFIC ST  BOX 356151",SEATTLE,WA,"98195",King,"0.687","0.000","0.435","0.571","2 out of 10","0 out of 9","2 out of 10","0.774","0.000","0.860","1.034","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0.754","0.000","0.209","1.171","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","1.167","0.654","1 out of 10","4 out of 9","4 out of 10","0.763","0.000","0.488","0.527","3 out of 10","0 out of 9","3 out of 10","0.748","0.067","1.006","0.894","0 out of 10","1 out of 9","1 out of 10"
"2021","500011",HIGHLINE MEDICAL CENTER,"16251 SYLVESTER ROAD SW",BURIEN,WA,"98166",King,"0.687","0.000","0.651","0.328","5 out of 10","4 out of 9","5 out of 10","0.774","0.000","1.706","1.886","0 out of 10","0 out of 9","0 out of 10","10 out of 10","0.754","0.000","0.920","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.530","1.408","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","1.641","0.343","6 out of 10","8 out of 9","8 out of 10"
"2021","500014",PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,"1321 COLBY AVENUE",EVERETT,WA,"98201",Snohomish,"0.687","0.000","0.543","0.334","5 out of 10","3 out of 9","5 out of 10","0.774","0.000","0.513","0.645","2 out of 10","0 out of 9","2 out of 10","4 out of 10","0.754","0.000","0.841","0.646","2 out of 10","2 out of 9","2 out of 10","0.726","0.000","0.452","0.217","7 out of 10","5 out of 9","7 out of 10","0.763","0.000","0.307","0.130","8 out of 10","5 out of 9","8 out of 10","0.748","0.067","0.892","0.377","5 out of 10","6 out of 9","6 out of 10"
"2021","500015",MULTICARE AUBURN MEDICAL CENTER,"202 NORTH DIVISION STREET PLAZA ONE",AUBURN,WA,"98001",King,"0.687","0.000","0.000","0.381","5 out of 10","0 out of 9","5 out of 10","0.774","0.000","1.716","0.000","10 out of 10","9 out of 9","10 out of 10","10 out of 10","0.754","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.617","0.821","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.460","0.238","7 out of 10","5 out of 9","7 out of 10"
"2021","500016",CENTRAL WASHINGTON HOSPITAL,"1201 SOUTH MILLER STREET",WENATCHEE,WA,"98807",Chelan,"0.687","0.000","0.254","0.692","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","1.224","0.204","7 out of 10","8 out of 9","8 out of 10","3 out of 10","0.754","0.000","0.789","0.505","3 out of 10","3 out of 9","3 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.557","0.505","4 out of 10","0 out of 9","4 out of 10","0.748","0.067","0.394","0.957","0 out of 10","0 out of 9","0 out of 10"
"2021","500019",PROVIDENCE CENTRALIA HOSPITAL,"914 S SCHEUBER ROAD",CENTRALIA,WA,"98531",Lewis,"0.687","0.000","2.508","0.000","10 out of 10","9 out of 9","10 out of 10","0.774","0.000","2.010","1.395","0 out of 10","3 out of 9","3 out of 10","10 out of 10","0.754","0.000",Not Available,"0.000","10 out of 10",Not Available,"10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.672","0.079","9 out of 10","9 out of 9","9 out of 10"
"2021","500021",ST CLARE HOSPITAL,"11315 BRIDGEPORT WAY S W",LAKEWOOD,WA,"98499",Pierce,"0.687","0.000","0.911","0.000","10 out of 10","9 out of 9","10 out of 10","0.774","0.000","0.343","0.000","10 out of 10","9 out of 9","10 out of 10",Not Available,"0.754","0.000","0.000",Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000","0.878","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","1.185","0.594","3 out of 10","5 out of 9","5 out of 10"
