"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Communication with Nurses Floor","Communication with Nurses Achievement Threshold","Communication with Nurses Benchmark","Communication with Nurses Baseline Rate","Communication with Nurses Performance Rate","Communication with Nurses Achievement Points","Communication with Nurses Improvement Points","Communication with Nurses Dimension Score","Communication with Doctors Floor","Communication with Doctors Achievement Threshold","Communication with Doctors Benchmark","Communication with Doctors Baseline Rate","Communication with Doctors Performance Rate","Communication with Doctors Achievement Points","Communication with Doctors Improvement Points","Communication with Doctors Dimension Score","Responsiveness of Hospital Staff Floor","Responsiveness of Hospital Staff Achievement Threshold","Responsiveness of Hospital Staff Benchmark","Responsiveness of Hospital Staff Baseline Rate","Responsiveness of Hospital Staff Performance Rate","Responsiveness of Hospital Staff Achievement Points","Responsiveness of Hospital Staff Improvement Points","Responsiveness of Hospital Staff Dimension Score","Care Transition Floor","Care Transition Achievement Threshold","Care Transition Benchmark","Care Transition Baseline Rate","Care Transition Performance Rate","Care Transition Achievement Points","Care Transition Improvement Points","Care Transition Dimension Score","Communication About Medicines Floor","Communication About Medicines Achievement Threshold","Communication About Medicines Benchmark","Communication About Medicines Baseline Rate","Communication About Medicines Performance Rate","Communication About Medicines Achievement Points","Communication About Medicines Improvement Points","Communication About Medicines Dimension Score","Cleanliness and Quietness of Hospital Environment Floor","Cleanliness and Quietness of Hospital Environment Achievement Threshold","Cleanliness and Quietness of Hospital Environment Benchmark","Cleanliness and Quietness of Hospital Environment Baseline Rate","Cleanliness and Quietness of Hospital Environment Performance Rate","Cleanliness and Quietness of Hospital Environment Achievement Points","Cleanliness and Quietness of Hospital Environment Improvement Points","Cleanliness and Quietness of Hospital Environment Dimension Score","Discharge Information Floor","Discharge Information Achievement Threshold","Discharge Information Benchmark","Discharge Information Baseline Rate","Discharge Information Performance Rate","Discharge Information Achievement Points","Discharge Information Improvement Points","Discharge Information Dimension Score","Overall Rating of Hospital Floor","Overall Rating of Hospital Achievement Threshold","Overall Rating of Hospital Benchmark","Overall Rating of Hospital Baseline Rate","Overall Rating of Hospital Performance Rate","Overall Rating of Hospital Achievement Points","Overall Rating of Hospital Improvement Points","Overall Rating of Hospital Dimension Score","HCAHPS Base Score","HCAHPS Consistency Score"
"2021","450163",CHRISTUS SPOHN HOSPITAL KLEBERG,"1311 EAST GENERAL CAVAZOS BLVD",KINGSVILLE,TX,"78363",Kleberg,"42.06","79.06","87.36","77.46","78.4472","0 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","80.49","81.0460","2 out of 10","0 out of 9","2 out of 10","33.89","65.77","81.00","62.27","61.0135","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","52.60","52.0167","1 out of 10","0 out of 9","1 out of 10","33.19","63.83","74.75","61.23","65.1690","2 out of 10","2 out of 9","2 out of 10","30.60","65.61","79.58","68.36","72.0407","5 out of 10","3 out of 9","5 out of 10","66.94","87.38","92.17","79.84","78.8255","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","66.56","63.2470","0 out of 10","0 out of 9","0 out of 10","11","11"
"2021","450165",METHODIST HOSPITAL SOUTH,"1905 HWY 97 EAST",JOURDANTON,TX,"78026",Atascosa,"42.06","79.06","87.36","75.95","81.1155","3 out of 10","4 out of 9","4 out of 10","41.99","79.91","88.10","76.75","83.2637","4 out of 10","5 out of 9","5 out of 10","33.89","65.77","81.00","67.97","76.5005","7 out of 10","6 out of 9","7 out of 10","6.53","51.87","63.32","50.18","57.5347","5 out of 10","5 out of 9","5 out of 10","33.19","63.83","74.75","67.13","73.4194","8 out of 10","8 out of 9","8 out of 10","30.60","65.61","79.58","73.30","78.4609","9 out of 10","8 out of 9","9 out of 10","66.94","87.38","92.17","89.91","86.4816","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","70.70","74.9577","3 out of 10","2 out of 9","3 out of 10","41","19"
"2021","450176",MISSION REGIONAL MEDICAL CENTER,"900 SOUTH BRYAN ROAD",MISSION,TX,"78572",Hidalgo,"42.06","79.06","87.36","78.97","79.5560","1 out of 10","0 out of 9","1 out of 10","41.99","79.91","88.10","81.08","80.4812","1 out of 10","0 out of 9","1 out of 10","33.89","65.77","81.00","71.00","71.1125","4 out of 10","0 out of 9","4 out of 10","6.53","51.87","63.32","41.93","45.9544","0 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","68.01","68.8168","5 out of 10","1 out of 9","5 out of 10","30.60","65.61","79.58","69.07","67.4306","2 out of 10","0 out of 9","2 out of 10","66.94","87.38","92.17","87.05","82.6343","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","73.35","70.9017","0 out of 10","0 out of 9","0 out of 10","14","15"
"2021","450184",MEMORIAL HERMANN HOSPITAL SYSTEM,"1635  NORTH LOOP WEST",HOUSTON,TX,"77008",Harris,"42.06","79.06","87.36","78.76","77.4403","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","79.95","78.4076","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","61.49","61.6348","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","56.30","54.1765","2 out of 10","0 out of 9","2 out of 10","33.19","63.83","74.75","63.99","65.3786","2 out of 10","1 out of 9","2 out of 10","30.60","65.61","79.58","70.40","69.1610","3 out of 10","0 out of 9","3 out of 10","66.94","87.38","92.17","87.87","85.9843","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","74.39","73.0496","1 out of 10","0 out of 9","1 out of 10","8","17"
"2021","450187",SCOTT & WHITE HOSPITAL BRENHAM,"700 MEDICAL PARKWAY",BRENHAM,TX,"77833",Washington,"42.06","79.06","87.36","78.64","82.0001","4 out of 10","3 out of 9","4 out of 10","41.99","79.91","88.10","84.82","86.6499","8 out of 10","5 out of 9","8 out of 10","33.89","65.77","81.00","62.58","70.5942","3 out of 10","4 out of 9","4 out of 10","6.53","51.87","63.32","47.95","56.1790","4 out of 10","5 out of 9","5 out of 10","33.19","63.83","74.75","67.34","70.0524","6 out of 10","3 out of 9","6 out of 10","30.60","65.61","79.58","63.02","72.0049","5 out of 10","5 out of 9","5 out of 10","66.94","87.38","92.17","85.96","88.2306","2 out of 10","3 out of 9","3 out of 10","34.70","71.80","85.67","71.52","74.2478","2 out of 10","1 out of 9","2 out of 10","37","20"
"2021","450193",CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,"6720 BERTNER",HOUSTON,TX,"77030",Harris,"42.06","79.06","87.36","75.85","77.3364","0 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","80.54","82.0944","3 out of 10","2 out of 9","3 out of 10","33.89","65.77","81.00","61.35","59.7632","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","52.99","50.4649","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","63.69","61.0229","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","60.16","61.7150","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","85.38","83.5110","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","68.79","69.9210","0 out of 10","0 out of 9","0 out of 10","4","16"
"2021","450194",UT HEALTH EAST TEXAS JACKSONVILLE HOSPITAL,"501 S RAGSDALE",JACKSONVILLE,TX,"75766",Cherokee,"42.06","79.06","87.36","83.24","80.8614","2 out of 10","0 out of 9","2 out of 10","41.99","79.91","88.10","80.06","80.5112","1 out of 10","0 out of 9","1 out of 10","33.89","65.77","81.00","70.24","71.4639","4 out of 10","1 out of 9","4 out of 10","6.53","51.87","63.32","49.12","48.9487","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","62.14","65.7736","2 out of 10","2 out of 9","2 out of 10","30.60","65.61","79.58","76.35","72.0880","5 out of 10","0 out of 9","5 out of 10","66.94","87.38","92.17","84.94","86.4872","0 out of 10","2 out of 9","2 out of 10","34.70","71.80","85.67","62.94","65.3423","0 out of 10","1 out of 9","1 out of 10","17","16"
"2021","450196",PARIS REGIONAL MEDICAL CENTER,"820 CLARKSVILLE ST",PARIS,TX,"75460",Lamar,"42.06","79.06","87.36","77.78","77.3842","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","75.79","78.2604","0 out of 10","2 out of 9","2 out of 10","33.89","65.77","81.00","49.66","59.3026","0 out of 10","3 out of 9","3 out of 10","6.53","51.87","63.32","41.43","42.9625","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","60.70","59.5761","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","63.16","67.5001","2 out of 10","2 out of 9","2 out of 10","66.94","87.38","92.17","80.24","83.4790","0 out of 10","2 out of 9","2 out of 10","34.70","71.80","85.67","60.44","60.7121","0 out of 10","0 out of 9","0 out of 10","9","14"
"2021","450200",WADLEY REGIONAL MEDICAL CENTER,"1000 PINE STREET",TEXARKANA,TX,"75501",Bowie,"42.06","79.06","87.36","78.18","77.6443","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","80.29","80.3903","1 out of 10","0 out of 9","1 out of 10","33.89","65.77","81.00","66.03","64.6911","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","47.92","48.7511","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","63.75","60.8981","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","68.92","67.5424","2 out of 10","0 out of 9","2 out of 10","66.94","87.38","92.17","86.75","81.8624","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","70.78","67.1076","0 out of 10","0 out of 9","0 out of 10","3","14"
"2021","450203",MEDICAL CITY WEATHERFORD,"713 E ANDERSON ST",WEATHERFORD,TX,"76086",Parker,"42.06","79.06","87.36","77.62","80.2645","2 out of 10","2 out of 9","2 out of 10","41.99","79.91","88.10","75.62","80.9264","2 out of 10","4 out of 9","4 out of 10","33.89","65.77","81.00","66.60","66.2282","1 out of 10","0 out of 9","1 out of 10","6.53","51.87","63.32","49.45","51.4693","0 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","65.99","66.1073","2 out of 10","0 out of 9","2 out of 10","30.60","65.61","79.58","67.63","69.1141","3 out of 10","1 out of 9","3 out of 10","66.94","87.38","92.17","85.61","87.5883","1 out of 10","3 out of 9","3 out of 10","34.70","71.80","85.67","66.53","72.4947","1 out of 10","3 out of 9","3 out of 10","19","19"
"2021","450209",NORTHWEST TEXAS HOSPITAL,"1501 S  COULTER ST",AMARILLO,TX,"79106",Potter,"42.06","79.06","87.36","77.68","76.5900","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","77.40","75.7003","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","65.98","67.7775","2 out of 10","1 out of 9","2 out of 10","6.53","51.87","63.32","47.88","48.3690","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","63.99","64.6384","1 out of 10","0 out of 9","1 out of 10","30.60","65.61","79.58","64.55","63.3163","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","85.34","85.8755","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","71.57","71.3358","0 out of 10","0 out of 9","0 out of 10","3","17"
"2021","450211",CHI ST LUKES HEALTH MEMORIAL LUFKIN,"1201 WEST FRANK STREET",LUFKIN,TX,"75901",Angelina,"42.06","79.06","87.36","77.44","78.2492","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","75.09","77.1186","0 out of 10","1 out of 9","1 out of 10","33.89","65.77","81.00","70.11","65.0477","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","45.64","46.3196","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","63.05","64.4499","1 out of 10","1 out of 9","1 out of 10","30.60","65.61","79.58","67.11","64.0697","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","84.21","83.8048","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","69.59","69.4852","0 out of 10","0 out of 9","0 out of 10","2","16"
"2021","450213",UNIVERSITY HEALTH SYSTEM,"4502 MEDICAL DR",SAN ANTONIO,TX,"78229",Bexar,"42.06","79.06","87.36","78.64","78.9475","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","80.38","80.4692","1 out of 10","0 out of 9","1 out of 10","33.89","65.77","81.00","66.63","69.2505","3 out of 10","1 out of 9","3 out of 10","6.53","51.87","63.32","47.89","47.0086","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","69.30","69.2368","5 out of 10","0 out of 9","5 out of 10","30.60","65.61","79.58","67.31","65.4031","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","88.26","88.5667","3 out of 10","0 out of 9","3 out of 10","34.70","71.80","85.67","76.47","74.3490","2 out of 10","0 out of 9","2 out of 10","14","17"
"2021","450222",HCA HOUSTON HEALTHCARE CONROE,"504 MEDICAL CENTER BLVD",CONROE,TX,"77304",Montgomery,"42.06","79.06","87.36","75.47","75.1249","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","73.50","73.4079","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","65.30","62.9384","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","48.25","47.4006","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","62.12","62.4431","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","63.22","64.9165","0 out of 10","1 out of 9","1 out of 10","66.94","87.38","92.17","84.09","80.9937","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","66.44","68.5197","0 out of 10","1 out of 9","1 out of 10","2","13"
"2021","450229",HENDRICK MEDICAL CENTER,"1900 PINE",ABILENE,TX,"79601",Taylor,"42.06","79.06","87.36","78.98","77.1097","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","83.37","77.7635","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","61.58","59.9253","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","53.17","52.7086","1 out of 10","0 out of 9","1 out of 10","33.19","63.83","74.75","65.91","63.7699","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","68.74","67.9170","2 out of 10","0 out of 9","2 out of 10","66.94","87.38","92.17","87.94","87.4753","1 out of 10","0 out of 9","1 out of 10","34.70","71.80","85.67","73.55","71.9578","1 out of 10","0 out of 9","1 out of 10","5","16"
"2021","450231",BAPTIST ST ANTHONY'S HOSPITAL,"1600 WALLACE BLVD",AMARILLO,TX,"79106",Potter,"42.06","79.06","87.36","79.78","81.4479","3 out of 10","2 out of 9","3 out of 10","41.99","79.91","88.10","79.94","80.1305","1 out of 10","0 out of 9","1 out of 10","33.89","65.77","81.00","66.33","65.9709","1 out of 10","0 out of 9","1 out of 10","6.53","51.87","63.32","56.64","53.1589","2 out of 10","0 out of 9","2 out of 10","33.19","63.83","74.75","63.63","65.0888","2 out of 10","1 out of 9","2 out of 10","30.60","65.61","79.58","69.87","73.4003","6 out of 10","3 out of 9","6 out of 10","66.94","87.38","92.17","87.28","85.7076","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","78.45","79.4473","5 out of 10","1 out of 9","5 out of 10","20","18"
"2021","450236",CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,"115 AIRPORT RD",SULPHUR SPRINGS,TX,"75482",Hopkins,"42.06","79.06","87.36","78.13","85.2759","7 out of 10","7 out of 9","7 out of 10","41.99","79.91","88.10","80.13","80.8190","1 out of 10","0 out of 9","1 out of 10","33.89","65.77","81.00","62.98","70.0429","3 out of 10","3 out of 9","3 out of 10","6.53","51.87","63.32","45.63","55.1167","3 out of 10","5 out of 9","5 out of 10","33.19","63.83","74.75","64.71","65.3356","2 out of 10","0 out of 9","2 out of 10","30.60","65.61","79.58","67.26","73.3244","5 out of 10","4 out of 9","5 out of 10","66.94","87.38","92.17","82.31","86.9658","0 out of 10","4 out of 9","4 out of 10","34.70","71.80","85.67","63.16","76.4366","4 out of 10","5 out of 9","5 out of 10","32","19"
"2021","450237",CHRISTUS SANTA ROSA MEDICAL CENTER,"2827 BABCOCK ROAD",SAN ANTONIO,TX,"78229",Bexar,"42.06","79.06","87.36","78.96","78.0337","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","80.82","78.8535","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","59.26","61.3676","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","55.41","50.7538","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","62.95","60.9155","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","69.10","69.5164","3 out of 10","0 out of 9","3 out of 10","66.94","87.38","92.17","87.47","84.9147","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","73.27","72.3421","1 out of 10","0 out of 9","1 out of 10","4","17"
"2021","450271",WISE REGIONAL HEALTH SYSTEM,"609 MEDICAL CENTER DRIVE",DECATUR,TX,"76234",Wise,"42.06","79.06","87.36","76.24","78.2856","0 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","74.09","75.2414","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","63.30","64.9542","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","48.30","51.4582","0 out of 10","2 out of 9","2 out of 10","33.19","63.83","74.75","58.69","68.0738","4 out of 10","5 out of 9","5 out of 10","30.60","65.61","79.58","62.86","71.0859","4 out of 10","4 out of 9","4 out of 10","66.94","87.38","92.17","86.37","88.2455","2 out of 10","3 out of 9","3 out of 10","34.70","71.80","85.67","68.92","70.2461","0 out of 10","0 out of 9","0 out of 10","15","17"
"2021","450272",CENTRAL TEXAS MEDICAL CENTER,"1301 WONDER WORLD DRIVE",SAN MARCOS,TX,"78666",Hays,"42.06","79.06","87.36","80.46","83.8603","6 out of 10","4 out of 9","6 out of 10","41.99","79.91","88.10","79.98","82.8763","4 out of 10","3 out of 9","4 out of 10","33.89","65.77","81.00","68.77","69.6195","3 out of 10","0 out of 9","3 out of 10","6.53","51.87","63.32","54.08","57.1814","5 out of 10","3 out of 9","5 out of 10","33.19","63.83","74.75","66.95","63.8561","1 out of 10","0 out of 9","1 out of 10","30.60","65.61","79.58","70.75","72.0252","5 out of 10","1 out of 9","5 out of 10","66.94","87.38","92.17","87.07","86.6296","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","74.16","74.0834","2 out of 10","0 out of 9","2 out of 10","26","19"
"2021","450289",HARRIS HEALTH SYSTEM,"2525 HOLLY HALL",HOUSTON,TX,"77054",Harris,"42.06","79.06","87.36","73.27","77.3962","0 out of 10","2 out of 9","2 out of 10","41.99","79.91","88.10","78.21","82.4780","3 out of 10","4 out of 9","4 out of 10","33.89","65.77","81.00","59.04","65.4456","0 out of 10","2 out of 9","2 out of 10","6.53","51.87","63.32","52.56","59.4452","6 out of 10","6 out of 9","6 out of 10","33.19","63.83","74.75","61.53","64.1681","1 out of 10","1 out of 9","1 out of 10","30.60","65.61","79.58","60.94","66.8505","1 out of 10","3 out of 9","3 out of 10","66.94","87.38","92.17","87.50","86.3902","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","73.58","75.1705","3 out of 10","1 out of 9","3 out of 10","21","19"
"2021","450292",TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,"850 ED HALL",KAUFMAN,TX,"75142",Kaufman,"42.06","79.06","87.36","86.32","79.1074","1 out of 10","0 out of 9","1 out of 10","41.99","79.91","88.10","84.03","77.9918","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","76.62","69.9672","3 out of 10","0 out of 9","3 out of 10","6.53","51.87","63.32","51.61","50.6332","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","77.27","66.4855","3 out of 10","0 out of 9","3 out of 10","30.60","65.61","79.58","78.02","75.0957","7 out of 10","0 out of 9","7 out of 10","66.94","87.38","92.17","88.22","87.1964","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","73.79","63.8159","0 out of 10","0 out of 9","0 out of 10","14","15"
"2021","450299",CHI ST JOSEPH HEALTH COLLEGE STATION HOSPITAL,"1604 ROCK PRAIRIE ROAD",COLLEGE STATION,TX,"77842",Brazos,"42.06","79.06","87.36","78.12","74.3474","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","80.25","81.8621","3 out of 10","2 out of 9","3 out of 10","33.89","65.77","81.00","69.83","56.0799","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","50.21","47.5664","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","66.92","56.4356","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","65.96","62.3382","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","87.74","83.4865","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","71.30","65.8334","0 out of 10","0 out of 9","0 out of 10","3","13"
"2021","450324",TEXOMA MEDICAL CENTER,"5016 S US HIGHWAY 75",DENISON,TX,"75020",Grayson,"42.06","79.06","87.36","79.59","77.9563","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","77.57","77.7587","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","69.27","65.2633","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","50.99","53.1606","2 out of 10","1 out of 9","2 out of 10","33.19","63.83","74.75","68.60","67.4888","4 out of 10","0 out of 9","4 out of 10","30.60","65.61","79.58","68.32","68.9723","3 out of 10","0 out of 9","3 out of 10","66.94","87.38","92.17","88.95","87.1088","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","75.57","74.2118","2 out of 10","0 out of 9","2 out of 10","11","18"
"2021","450330",OAKBEND MEDICAL CENTER,"1705 JACKSON ST",RICHMOND,TX,"77469",Fort Bend,"42.06","79.06","87.36","77.53","79.1825","1 out of 10","1 out of 9","1 out of 10","41.99","79.91","88.10","79.88","82.3099","3 out of 10","2 out of 9","3 out of 10","33.89","65.77","81.00","72.20","67.1051","1 out of 10","0 out of 9","1 out of 10","6.53","51.87","63.32","46.27","47.3008","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","70.50","72.0260","7 out of 10","3 out of 9","7 out of 10","30.60","65.61","79.58","67.58","69.5102","3 out of 10","1 out of 9","3 out of 10","66.94","87.38","92.17","85.87","85.2345","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","66.69","74.2511","2 out of 10","3 out of 9","3 out of 10","18","17"
"2021","450340",SAN ANGELO COMMUNITY MEDICAL CENTER,"3501 KNICKERBOCKER ROAD",SAN ANGELO,TX,"76904",Tom Green,"42.06","79.06","87.36","82.56","81.6448","3 out of 10","0 out of 9","3 out of 10","41.99","79.91","88.10","80.91","84.0067","5 out of 10","4 out of 9","5 out of 10","33.89","65.77","81.00","74.19","71.9543","4 out of 10","0 out of 9","4 out of 10","6.53","51.87","63.32","54.90","52.6010","1 out of 10","0 out of 9","1 out of 10","33.19","63.83","74.75","67.37","63.1359","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","70.38","69.2522","3 out of 10","0 out of 9","3 out of 10","66.94","87.38","92.17","87.89","88.1759","2 out of 10","0 out of 9","2 out of 10","34.70","71.80","85.67","79.08","74.3264","2 out of 10","0 out of 9","2 out of 10","20","19"
"2021","450346",BAPTIST BEAUMONT HOSPITAL,"3080 COLLEGE STREET",BEAUMONT,TX,"77701",Jefferson,"42.06","79.06","87.36","78.65","76.8054","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","78.91","74.9690","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","64.82","59.2274","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","53.78","50.2909","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","69.30","61.9331","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","69.14","66.3677","1 out of 10","0 out of 9","1 out of 10","66.94","87.38","92.17","85.80","82.2644","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","74.62","70.7254","0 out of 10","0 out of 9","0 out of 10","1","14"
"2021","450347",HUNTSVILLE MEMORIAL HOSPITAL,"110 MEMORIAL HOSPITAL DRIVE",HUNTSVILLE,TX,"77340",Walker,"42.06","79.06","87.36","71.26","75.4420","0 out of 10","2 out of 9","2 out of 10","41.99","79.91","88.10","78.37","80.9225","2 out of 10","2 out of 9","2 out of 10","33.89","65.77","81.00","59.64","57.8346","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","42.30","42.2512","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","58.84","57.6579","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","60.66","60.9040","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","84.28","84.9708","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","54.60","60.4857","0 out of 10","1 out of 9","1 out of 10","5","13"
"2021","450351",TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,"411 N BELKNAP ST",STEPHENVILLE,TX,"76401",Erath,"42.06","79.06","87.36","86.22","82.6887","4 out of 10","0 out of 9","4 out of 10","41.99","79.91","88.10","88.21","83.4834","4 out of 10","0 out of 9","4 out of 10","33.89","65.77","81.00","74.70","76.6368","7 out of 10","3 out of 9","7 out of 10","6.53","51.87","63.32","59.35","54.2132","2 out of 10","0 out of 9","2 out of 10","33.19","63.83","74.75","72.13","69.5071","5 out of 10","0 out of 9","5 out of 10","30.60","65.61","79.58","75.92","77.2652","8 out of 10","3 out of 9","8 out of 10","66.94","87.38","92.17","92.18","89.5807","5 out of 10","0 out of 9","5 out of 10","34.70","71.80","85.67","78.70","77.2339","4 out of 10","0 out of 9","4 out of 10","39","20"
"2021","450352",HUNT REGIONAL MEDICAL CENTER,"4215 JOE RAMSEY BLVD",GREENVILLE,TX,"75401",Hunt,"42.06","79.06","87.36","78.05","77.6202","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","76.21","77.1255","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","67.90","69.2312","3 out of 10","1 out of 9","3 out of 10","6.53","51.87","63.32","51.65","47.7110","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","63.69","64.9014","1 out of 10","1 out of 9","1 out of 10","30.60","65.61","79.58","70.28","69.6800","3 out of 10","0 out of 9","3 out of 10","66.94","87.38","92.17","86.19","87.1570","0 out of 10","1 out of 9","1 out of 10","34.70","71.80","85.67","73.42","68.5469","0 out of 10","0 out of 9","0 out of 10","8","18"
"2021","450358",HOUSTON METHODIST HOSPITAL,"6565 FANNIN",HOUSTON,TX,"77030",Harris,"42.06","79.06","87.36","79.17","78.3120","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","82.00","82.2382","3 out of 10","0 out of 9","3 out of 10","33.89","65.77","81.00","61.98","61.8374","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","57.30","57.9529","5 out of 10","1 out of 9","5 out of 10","33.19","63.83","74.75","66.18","64.4527","1 out of 10","0 out of 9","1 out of 10","30.60","65.61","79.58","64.10","68.9356","3 out of 10","3 out of 9","3 out of 10","66.94","87.38","92.17","87.60","87.7784","1 out of 10","0 out of 9","1 out of 10","34.70","71.80","85.67","80.06","80.5742","6 out of 10","0 out of 9","6 out of 10","19","17"
